,Id,POITypeId,POIName_de,address_city,address_kantoncode,address_zip,address_countrycode,address_street,address_gemeindeid,geopoint,poityp_de
17829,003BE_00325052,003BE,"Briefeinwurf Zürich, BE Bushaltestelle Glaubtenstrasse",Zürich,ZH,8046,CH,Wehntalerstrasse 374,261,"47.41407433,8.52014398",Briefeinwurf
18493,003BE_00324763,003BE,"Briefeinwurf Zürich, Bleicherweg",Zürich,ZH,8002,CH,Bleicherweg 19,261,"47.36781255,8.53569237",Briefeinwurf
18494,003BE_00324764,003BE,"Briefeinwurf Zürich, Badenerstrasse",Zürich,ZH,8048,CH,Badenerstrasse 651A,261,"47.38706693,8.48910131",Briefeinwurf
18656,003BE_00329115,003BE,"Briefeinwurf Zürich, Brunngasse",Zürich,ZH,8001,CH,Brunngasse 14,261,"47.37333376,8.54484591",Briefeinwurf
18657,003BE_00329121,003BE,"Briefeinwurf Zürich, Bushaltestelle Brunau / Mutschellenstrasse",Zürich,ZH,8002,CH,Waffenplatzstrasse 88,261,"47.35507461,8.52692701",Briefeinwurf
18660,003BE_00329129,003BE,"Briefeinwurf Zürich, Bellariastrasse",Zürich,ZH,8038,CH,Bellariastrasse 85,261,"47.3466443,8.52902349",Briefeinwurf
18662,003BE_00329136,003BE,"Briefeinwurf Zürich, Tramhaltestelle Bahnhof Wollishofen",Zürich,ZH,8038,CH,Seestrasse 336,261,"47.34690362,8.53280073",Briefeinwurf
18664,003BE_00329141,003BE,"Briefeinwurf Zürich, Leimbachstrasse",Zürich,ZH,8041,CH,Leimbachstrasse 200,261,"47.32605409,8.51436107",Briefeinwurf
18690,003BE_00329146,003BE,"Briefeinwurf Zürich, Morgentalstrasse",Zürich,ZH,8038,CH,Morgentalstrasse 41,261,"47.34436018,8.52656818",Briefeinwurf
18691,003BE_00329147,003BE,"Briefeinwurf Zürich, Besenrainstrasse",Zürich,ZH,8038,CH,Besenrainstrasse 23,261,"47.34574469,8.52779414",Briefeinwurf
18692,003BE_00329154,003BE,"Briefeinwurf Zürich, Nidelbadstrasse",Zürich,ZH,8038,CH,Nidelbadstrasse 79,261,"47.33305557,8.53505988",Briefeinwurf
18693,003BE_00329160,003BE,"Briefeinwurf Zürich, Seestrasse",Zürich,ZH,8038,CH,Seestrasse 241,261,"47.35210667,8.53211328",Briefeinwurf
18694,003BE_00329162,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Bahnhof Enge",Zürich,ZH,8002,CH,Seestrasse 25,261,"47.36377104,8.53160839",Briefeinwurf
18695,003BE_00329163,003BE,"Briefeinwurf Zürich, Enge Hafen, Schiffstation",Zürich,ZH,8002,CH,Mythenquai 21,261,"47.36118647,8.53562095",Briefeinwurf
18812,003BE_00328787,003BE,"Briefeinwurf Zürich, BE Treffpunkt Haupthalle Hauptbahnhof 3",Zürich,ZH,8001,CH,Bahnhofhalle,261,"47.37798082,8.53993396",Briefeinwurf
18837,003BE_00328819,003BE,"Briefeinwurf Zürich, Tödistrasse",Zürich,ZH,8002,CH,Tödistrasse 42,261,"47.367106,8.53393679",Briefeinwurf
18838,003BE_00328821,003BE,"Briefeinwurf Zürich, Brandschenkestrasse",Zürich,ZH,8001,CH,Brandschenkestrasse 24,261,"47.36925631,8.53236827",Briefeinwurf
19533,003BE_00332500,003BE,"Briefeinwurf Zürich, Langensteinenstrasse",Zürich,ZH,8057,CH,Langensteinenstrasse 40,261,"47.39377865,8.54721479",Briefeinwurf
19561,003BE_00332534,003BE,"Briefeinwurf Zürich, Gemeindestrasse",Zürich,ZH,8032,CH,Gemeindestrasse 48,261,"47.36933229,8.55582535",Briefeinwurf
19607,003BE_00333106,003BE,"Briefeinwurf Zürich, Bushaltestelle Untermoosstrasse",Zürich,ZH,8047,CH,Altstetterstrasse 263,261,"47.3801716,8.48351331",Briefeinwurf
19724,003BE_00332106,003BE,"Briefeinwurf Zürich, Alterszentrum Hottingen",Zürich,ZH,8032,CH,Freiestrasse 71,261,"47.36804975,8.55747998",Briefeinwurf
19725,003BE_00332110,003BE,"Briefeinwurf Zürich, Max-Högger-Strasse",Zürich,ZH,8048,CH,Max-Högger-Strasse 2,261,"47.39353458,8.48947382",Briefeinwurf
19726,003BE_00332112,003BE,"Briefeinwurf Zürich, Tramhaltestelle Tüffenwies",Zürich,ZH,8064,CH,Hardhof 2,261,"47.39732248,8.49489246",Briefeinwurf
19744,003BE_00332116,003BE,"Briefeinwurf Zürich, Dachslernstrasse",Zürich,ZH,8048,CH,Dachslernstrasse 88,261,"47.39157484,8.47309113",Briefeinwurf
19745,003BE_00332118,003BE,"Briefeinwurf Zürich, Bushaltestelle Dunkelhölzli",Zürich,ZH,8048,CH,Rautistrasse 385,261,"47.38875186,8.47000984",Briefeinwurf
19746,003BE_00332119,003BE,"Briefeinwurf Zürich, Eugen-Huber-Strasse",Zürich,ZH,8048,CH,Eugen-Huber-Strasse 97,261,"47.3874324,8.47622659",Briefeinwurf
19747,003BE_00332123,003BE,"Briefeinwurf Zürich, Bushaltestelle Kappeli",Zürich,ZH,8048,CH,Buckhauserstrasse 41,261,"47.38412413,8.49438862",Briefeinwurf
19748,003BE_00332126,003BE,"Briefeinwurf Zürich, Ecke Baslerstrasse",Zürich,ZH,8048,CH,Mürtschenstrasse 39,261,"47.38713013,8.49440576",Briefeinwurf
19749,003BE_00332127,003BE,"Briefeinwurf Zürich, Bahnhof Altstetten",Zürich,ZH,8048,CH,Altstetterplatz 12,261,"47.39129511,8.48914489",Briefeinwurf
19750,003BE_00332129,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Farbhof",Zürich,ZH,8048,CH,Badenerstrasse 751,261,"47.39093204,8.47896503",Briefeinwurf
19751,003BE_00332133,003BE,"Briefeinwurf Zürich, Tramhaltestelle Luegisland",Zürich,ZH,8051,CH,Winterthurerstrasse 659,261,"47.40604694,8.58122879",Briefeinwurf
19752,003BE_00332134,003BE,"Briefeinwurf Zürich, Ueberlandstrasse",Zürich,ZH,8051,CH,Ueberlandstrasse 483,261,"47.40553339,8.59398244",Briefeinwurf
19772,003BE_00332142,003BE,"Briefeinwurf Zürich, Bushaltestelle Frohburg",Zürich,ZH,8051,CH,Winterthurerstrasse 390,261,"47.40427135,8.56241126",Briefeinwurf
19773,003BE_00332146,003BE,"Briefeinwurf Zürich, Ecke Neuenbrunnenstrasse",Zürich,ZH,8046,CH,Hürststrasse 61,261,"47.41505993,8.52764727",Briefeinwurf
19774,003BE_00332155,003BE,"Briefeinwurf Zürich, Gorwiden",Zürich,ZH,8057,CH,Gorwiden 2,261,"47.40408287,8.55092822",Briefeinwurf
19797,003BE_00332159,003BE,"Briefeinwurf Zürich, Bushaltestelle Hertensteinstrasse",Zürich,ZH,8052,CH,Seebacherstrasse 55,261,"47.4228604,8.54339182",Briefeinwurf
19798,003BE_00332160,003BE,"Briefeinwurf Zürich, Bushaltestelle Himmeri",Zürich,ZH,8052,CH,Birchstrasse 255,261,"47.42003127,8.53869326",Briefeinwurf
19799,003BE_00332161,003BE,"Briefeinwurf Zürich, Bushaltestelle Birch-/Glatttalstrasse",Zürich,ZH,8052,CH,Birchstrasse 666,261,"47.42720568,8.54614218",Briefeinwurf
19800,003BE_00332164,003BE,"Briefeinwurf Zürich, BE Restaurant Binzgarten",Zürich,ZH,8050,CH,Affolternstrasse 10,261,"47.41246922,8.54452934",Briefeinwurf
19803,003BE_00332173,003BE,"Briefeinwurf Zürich, Bushaltestelle Hungerbergstrasse",Zürich,ZH,8046,CH,Wehntalerstrasse 597,261,"47.42104762,8.5016753",Briefeinwurf
19804,003BE_00332175,003BE,"Briefeinwurf Zürich, Neumarkt",Zürich,ZH,8050,CH,Hofwiesenstrasse 354,261,"47.41062986,8.54338606",Briefeinwurf
19805,003BE_00332177,003BE,"Briefeinwurf Zürich, Kirchenackerweg",Zürich,ZH,8050,CH,Kirchenackerweg 30,261,"47.40904141,8.55368444",Briefeinwurf
19806,003BE_00332180,003BE,"Briefeinwurf Zürich, Max-Bill-Platz",Zürich,ZH,8050,CH,Max-Bill-Platz 19,261,"47.41409129,8.54092279",Briefeinwurf
19832,003BE_00332181,003BE,"Briefeinwurf Zürich, Bushaltestelle Stierenried",Zürich,ZH,8050,CH,Neunbrunnenstrasse 104,261,"47.41664781,8.53523348",Briefeinwurf
19833,003BE_00332182,003BE,"Briefeinwurf Zürich, Neunbrunnenstrasse",Zürich,ZH,8050,CH,Neunbrunnenstrasse 16,261,"47.41773064,8.54366183",Briefeinwurf
19834,003BE_00332184,003BE,"Briefeinwurf Zürich, Regensbergstrasse",Zürich,ZH,8050,CH,Regensbergstrasse 185,261,"47.40951335,8.5373684",Briefeinwurf
19835,003BE_00332190,003BE,"Briefeinwurf Zürich, Dreispitz",Zürich,ZH,8050,CH,Dreispitz 188,261,"47.40989374,8.56744447",Briefeinwurf
19836,003BE_00332193,003BE,"Briefeinwurf Zürich, Hofwiesenstrasse",Zürich,ZH,8050,CH,Hofwiesenstrasse 379,261,"47.41171303,8.54534449",Briefeinwurf
19837,003BE_00332199,003BE,"Briefeinwurf Zürich, Bushaltestelle Aubrücke",Zürich,ZH,8051,CH,Herzogenmühlestrasse 166,261,"47.41020203,8.57215898",Briefeinwurf
19838,003BE_00332204,003BE,"Briefeinwurf Zürich, Kolbenacker",Zürich,ZH,8052,CH,Kolbenacker 30,261,"47.42672459,8.54912908",Briefeinwurf
19860,003BE_00332207,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Seebach",Zürich,ZH,8052,CH,Schaffhauserstrasse 499,261,"47.42164921,8.54991658",Briefeinwurf
19861,003BE_00332209,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Radiostudio",Zürich,ZH,8057,CH,Hofwiesenstrasse 190,261,"47.40218228,8.5354817",Briefeinwurf
19862,003BE_00332211,003BE,"Briefeinwurf Zürich, Oerlikonerstrasse",Zürich,ZH,8057,CH,Oerlikonerstrasse 91,261,"47.40527671,8.54650662",Briefeinwurf
19865,003BE_00332228,003BE,"Briefeinwurf Zürich, Köschenrütistrasse",Zürich,ZH,8052,CH,Köschenrütistrasse 140,261,"47.42819993,8.53696115",Briefeinwurf
19866,003BE_00332229,003BE,"Briefeinwurf Zürich, Bahnhof Stettbach",Zürich,ZH,8051,CH,Dübendorfstrasse 447,261,"47.39730476,8.59630257",Briefeinwurf
19880,003BE_00332874,003BE,"Briefeinwurf Zürich, Sonneggstrasse",Zürich,ZH,8006,CH,Sonneggstrasse 20,261,"47.37977729,8.5467886",Briefeinwurf
19920,003BE_00332287,003BE,"Briefeinwurf Zürich, Claridenstrasse",Zürich,ZH,8002,CH,Claridenstrasse 19,261,"47.36655875,8.53785512",Briefeinwurf
26674,003BE_00332306,003BE,"Briefeinwurf Zürich, Rebenstrasse",Zürich,ZH,8041,CH,Rebenstrasse 54,261,"47.33445682,8.51626249",Briefeinwurf
26724,003BE_00329530,003BE,"Briefeinwurf Zürich, Billeterstrasse",Zürich,ZH,8044,CH,Billeterstrasse 1,261,"47.37852893,8.56712346",Briefeinwurf
26725,003BE_00329533,003BE,"Briefeinwurf Zürich, BE Tramhalt. Voltastrasse",Zürich,ZH,8044,CH,Gloriastrasse 54,261,"47.37697439,8.55445199",Briefeinwurf
26726,003BE_00329535,003BE,"Briefeinwurf Zürich, Zürichbergstrasse",Zürich,ZH,8032,CH,Zürichbergstrasse 20,261,"47.37340549,8.55301344",Briefeinwurf
26727,003BE_00329537,003BE,"Briefeinwurf Zürich, Hofstrasse",Zürich,ZH,8032,CH,Hofstrasse 40,261,"47.37148447,8.55865105",Briefeinwurf
26728,003BE_00329544,003BE,"Briefeinwurf Zürich, Bushaltestelle Kapfstrasse",Zürich,ZH,8032,CH,Witikonerstrasse 80,261,"47.36103065,8.57115238",Briefeinwurf
26729,003BE_00329558,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Neumarkt",Zürich,ZH,8001,CH,Hirschengraben 40,261,"47.37272676,8.54754912",Briefeinwurf
26759,003BE_00329580,003BE,"Briefeinwurf Zürich, Gemeindestrasse",Zürich,ZH,8032,CH,Gemeindestrasse 4,261,"47.36844136,8.55158038",Briefeinwurf
26760,003BE_00329583,003BE,"Briefeinwurf Zürich, Heliosstrasse",Zürich,ZH,8032,CH,Heliosstrasse 32,261,"47.36278168,8.56077319",Briefeinwurf
26761,003BE_00329591,003BE,"Briefeinwurf Zürich, Eierbrechtstrasse",Zürich,ZH,8053,CH,Eierbrechtstrasse 39,261,"47.35844143,8.57750321",Briefeinwurf
26781,003BE_00329595,003BE,"Briefeinwurf Zürich, Bushaltestelle Loorenstrasse",Zürich,ZH,8053,CH,Witikonerstrasse 405,261,"47.35987103,8.59396239",Briefeinwurf
26783,003BE_00329601,003BE,"Briefeinwurf Zürich, Tramhaltestelle Burgwies",Zürich,ZH,8032,CH,Forchstrasse 261,261,"47.35827977,8.57162349",Briefeinwurf
26784,003BE_00329602,003BE,"Briefeinwurf Zürich, Bahnhof Balgrist",Zürich,ZH,8008,CH,Forchstrasse 331,261,"47.35457142,8.57533577",Briefeinwurf
26785,003BE_00329604,003BE,"Briefeinwurf Zürich, Im Walder",Zürich,ZH,8008,CH,Im Walder 14,261,"47.34817141,8.57413264",Briefeinwurf
26786,003BE_00329605,003BE,"Briefeinwurf Zürich, Bushaltestelle Wonnenbergstrasse",Zürich,ZH,8008,CH,Lenggstrasse 1,261,"47.35176119,8.56681531",Briefeinwurf
26787,003BE_00329609,003BE,"Briefeinwurf Zürich, Mühlebachstrasse",Zürich,ZH,8008,CH,Mühlebachstrasse 43,261,"47.36384834,8.55177315",Briefeinwurf
26788,003BE_00329611,003BE,"Briefeinwurf Zürich, Mühlebachstrasse",Zürich,ZH,8008,CH,Mühlebachstrasse 174,261,"47.35638698,8.55873117",Briefeinwurf
26789,003BE_00329612,003BE,"Briefeinwurf Zürich, Bushaltestelle Altenhofstrasse",Zürich,ZH,8008,CH,Zollikerstrasse 154,261,"47.3551199,8.5613824",Briefeinwurf
26790,003BE_00329616,003BE,"Briefeinwurf Zürich, Seefeldstrasse",Zürich,ZH,8008,CH,Seefeldstrasse 81,261,"47.36037266,8.55241813",Briefeinwurf
26792,003BE_00329622,003BE,"Briefeinwurf Zürich, Dufourstrasse",Zürich,ZH,8008,CH,Dufourstrasse 100,261,"47.35905083,8.5513434",Briefeinwurf
26824,003BE_00329623,003BE,"Briefeinwurf Zürich, Dufourstrasse",Zürich,ZH,8008,CH,Dufourstrasse 157,261,"47.35518449,8.55481159",Briefeinwurf
26825,003BE_00329624,003BE,"Briefeinwurf Zürich, Seefeldstrasse",Zürich,ZH,8008,CH,Seefeldstrasse 220,261,"47.35262356,8.55926764",Briefeinwurf
26826,003BE_00329628,003BE,"Briefeinwurf Zürich, Bahnhof Tiefenbrunnen",Zürich,ZH,8008,CH,Bellerivestrasse 251,261,"47.35029964,8.5609805",Briefeinwurf
26827,003BE_00329630,003BE,"Briefeinwurf Zürich, BE Tramhaltestelle Bellevue 1",Zürich,ZH,8001,CH,Bellevueplatz 1,261,"47.36701259,8.54524704",Briefeinwurf
26828,003BE_00329636,003BE,"Briefeinwurf Zürich, Filiale Zürich 36 Wiedikon",Zürich,ZH,8003,CH,Seebahnstrasse 89,261,"47.37127029,8.52282977",Briefeinwurf
26829,003BE_00329641,003BE,"Briefeinwurf Zürich, Filiale Zürich 48 Altstetten",Zürich,ZH,8048,CH,Altstetterstrasse 159,261,"47.38674831,8.48634808",Briefeinwurf
26830,003BE_00329642,003BE,"Briefeinwurf Zürich, Filiale Zürich 31 Industriequartier",Zürich,ZH,8005,CH,Limmatstrasse 118,261,"47.38421821,8.53243682",Briefeinwurf
26831,003BE_00329644,003BE,"Briefeinwurf Zürich, Filiale Zürich 42 Schaffhauserplatz",Zürich,ZH,8057,CH,Hofwiesenstrasse 3,261,"47.39205907,8.53823922",Briefeinwurf
26832,003BE_00329647,003BE,"Briefeinwurf Zürich, Filiale Zürich 32 Neumünster",Zürich,ZH,8008,CH,Forchstrasse 8,261,"47.36418798,8.55563285",Briefeinwurf
26833,003BE_00329648,003BE,"Briefeinwurf Zürich, Filiale Zürich 34 Riesbach",Zürich,ZH,8008,CH,Seefeldstrasse 128,261,"47.35773503,8.55411968",Briefeinwurf
26903,003BE_00329213,003BE,"Briefeinwurf Zürich, Bühlstrasse",Zürich,ZH,8055,CH,Bühlstrasse 21,261,"47.36706455,8.51499631",Briefeinwurf
26904,003BE_00329214,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Uetlihof",Zürich,ZH,8045,CH,Uetlibergstrasse 231,261,"47.35702811,8.51428018",Briefeinwurf
26905,003BE_00329221,003BE,"Briefeinwurf Zürich, BE Bushaltestelle Friesenberg",Zürich,ZH,8055,CH,Gehrenholzstrasse 2,261,"47.36387935,8.5073434",Briefeinwurf
26906,003BE_00329225,003BE,"Briefeinwurf Zürich, Tramendhaltestelle Zürich Triemli",Zürich,ZH,8055,CH,Birmensdorferstrasse 509,261,"47.36789129,8.49550249",Briefeinwurf
26907,003BE_00329228,003BE,"Briefeinwurf Zürich, Birmensdorferstrasse",Zürich,ZH,8055,CH,Birmensdorferstrasse 320,261,"47.36986285,8.50861524",Briefeinwurf
26908,003BE_00329229,003BE,"Briefeinwurf Zürich, Goldbrunnenplatz",Zürich,ZH,8055,CH,Goldbrunnenplatz 2,261,"47.37007638,8.51361652",Briefeinwurf
26909,003BE_00329234,003BE,"Briefeinwurf Zürich, Steinstrasse",Zürich,ZH,8003,CH,Steinstrasse 72,261,"47.36589273,8.52132235",Briefeinwurf
26910,003BE_00329238,003BE,"Briefeinwurf Zürich, Bahnhof Zürich Binz",Zürich,ZH,8045,CH,Uetlibergstrasse 65,261,"47.36259938,8.51875073",Briefeinwurf
26934,003BE_00329243,003BE,"Briefeinwurf Zürich, Birmensdorferstrasse",Zürich,ZH,8004,CH,Birmensdorferstrasse 51,261,"47.3716233,8.5258506",Briefeinwurf
26938,003BE_00329257,003BE,"Briefeinwurf Zürich, Magnusstrasse",Zürich,ZH,8004,CH,Magnusstrasse 1,261,"47.3793399,8.52425988",Briefeinwurf
26954,003BE_00329283,003BE,"Briefeinwurf Zürich, Triemlistrasse",Zürich,ZH,8047,CH,Triemlistrasse 120,261,"47.36928613,8.49139782",Briefeinwurf
26955,003BE_00329287,003BE,"Briefeinwurf Zürich, Espenhofweg",Zürich,ZH,8047,CH,Espenhofweg 40,261,"47.37275402,8.49796109",Briefeinwurf
26956,003BE_00329289,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Hubertus",Zürich,ZH,8047,CH,Gutstrasse 235,261,"47.377077,8.49914476",Briefeinwurf
26957,003BE_00329290,003BE,"Briefeinwurf Zürich, Burstwiesenstrasse",Zürich,ZH,8055,CH,Burstwiesenstrasse 20,261,"47.37042426,8.50714487",Briefeinwurf
26958,003BE_00329294,003BE,"Briefeinwurf Zürich, Birmensdorferstrasse",Zürich,ZH,8004,CH,Birmensdorferstrasse 1,261,"47.37300587,8.52794974",Briefeinwurf
26959,003BE_00329295,003BE,"Briefeinwurf Zürich, Hallwylplatz",Zürich,ZH,8004,CH,Hallwylstrasse 40,261,"47.37137719,8.52839049",Briefeinwurf
26960,003BE_00329297,003BE,"Briefeinwurf Zürich, Bezirksgericht Zürich",Zürich,ZH,8004,CH,Badenerstrasse 90,261,"47.37427382,8.52569675",Briefeinwurf
26985,003BE_00329303,003BE,"Briefeinwurf Zürich, Kanzleistrasse",Zürich,ZH,8004,CH,Kanzleistrasse 91,261,"47.37588251,8.52316985",Briefeinwurf
26987,003BE_00329311,003BE,"Briefeinwurf Zürich, Heinrichstrasse",Zürich,ZH,8005,CH,Heinrichstrasse 235,261,"47.38843562,8.52322257",Briefeinwurf
26988,003BE_00329320,003BE,"Briefeinwurf Zürich, Am Wasser",Zürich,ZH,8049,CH,Am Wasser 138,261,"47.39931748,8.4983433",Briefeinwurf
26995,003BE_00329850,003BE,"Briefeinwurf Zürich, Bahnhofstrasse",Zürich,ZH,8001,CH,Bahnhofstrasse 84,261,"47.37535244,8.53917785",Briefeinwurf
26997,003BE_00329855,003BE,"Briefeinwurf Zürich, Beatenplatz",Zürich,ZH,8001,CH,Beatenplatz 2,261,"47.3759176,8.54075473",Briefeinwurf
27017,003BE_00329333,003BE,"Briefeinwurf Zürich, Tobeleggstrasse",Zürich,ZH,8049,CH,Tobeleggstrasse 8,261,"47.39923267,8.50189733",Briefeinwurf
27020,003BE_00329346,003BE,"Briefeinwurf Zürich, Ecke Michelstrasse",Zürich,ZH,8049,CH,Segantinistrasse 91,261,"47.40637318,8.49539512",Briefeinwurf
27023,003BE_00329360,003BE,"Briefeinwurf Zürich, Wieslergasse",Zürich,ZH,8049,CH,Wieslergasse 36,261,"47.40362076,8.49647068",Briefeinwurf
27024,003BE_00329361,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Schwert",Zürich,ZH,8049,CH,Limmattalstrasse 111,261,"47.39949017,8.50509255",Briefeinwurf
27025,003BE_00329367,003BE,"Briefeinwurf Zürich, Kürbergstrasse",Zürich,ZH,8049,CH,Kürbergstrasse 24,261,"47.39926925,8.50748864",Briefeinwurf
27046,003BE_00329368,003BE,"Briefeinwurf Zürich, Appenzellerstrasse",Zürich,ZH,8049,CH,Appenzellerstrasse 31,261,"47.4001751,8.50865011",Briefeinwurf
27047,003BE_00329373,003BE,"Briefeinwurf Zürich, Bäckerei",Zürich,ZH,8037,CH,Weihersteig 1,261,"47.39624542,8.52673698",Briefeinwurf
27048,003BE_00329382,003BE,"Briefeinwurf Zürich, Unileverhaus",Zürich,ZH,8005,CH,Hardturmstrasse 101,261,"47.39218932,8.51667987",Briefeinwurf
27049,003BE_00329391,003BE,"Briefeinwurf Zürich, Puls 5",Zürich,ZH,8005,CH,Giessereistrasse 18,261,"47.39009046,8.51748382",Briefeinwurf
