,Id,POITypeId,POIName_de,address_city,address_kantoncode,address_zip,address_countrycode,address_street,address_gemeindeid,geopoint,poityp_de
27050,003BE_00329401,003BE,"Briefeinwurf Zürich, Langmauerstrasse",Zürich,ZH,8006,CH,Langmauerstrasse 35,261,"47.38992126,8.5421688",Briefeinwurf
27051,003BE_00329403,003BE,"Briefeinwurf Zürich, Milchbuckstrasse",Zürich,ZH,8057,CH,Milchbuckstrasse 34,261,"47.39405461,8.54159336",Briefeinwurf
27055,003BE_00329903,003BE,"Briefeinwurf Zürich, Pelikanstrasse",Zürich,ZH,8001,CH,Pelikanstrasse 19,261,"47.37165439,8.53673403",Briefeinwurf
27056,003BE_00329907,003BE,"Briefeinwurf Zürich, Engimattstrasse",Zürich,ZH,8002,CH,Engimattstrasse 14,261,"47.3595475,8.52486975",Briefeinwurf
27057,003BE_00329915,003BE,"Briefeinwurf Zürich, Passage Löwenstrasse",Zürich,ZH,8001,CH,Passage Löwenstrasse,261,"47.37820861,8.54010023",Briefeinwurf
27058,003BE_00329923,003BE,"Briefeinwurf Zürich, Stauffacherstrasse",Zürich,ZH,8004,CH,Stauffacherstrasse 147,261,"47.3773797,8.52264809",Briefeinwurf
27059,003BE_00329928,003BE,"Briefeinwurf Zürich, Tramhaltestelle Kalkbreite",Zürich,ZH,8004,CH,Engelstrasse 1,261,"47.37460038,8.52147796",Briefeinwurf
27074,003BE_00329421,003BE,"Briefeinwurf Zürich, Weinbergstrasse",Zürich,ZH,8006,CH,Weinbergstrasse 29,261,"47.37889505,8.54413891",Briefeinwurf
27075,003BE_00329425,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Röslistrasse",Zürich,ZH,8006,CH,Weinbergstrasse 135,261,"47.38861632,8.54063315",Briefeinwurf
27076,003BE_00329436,003BE,"Briefeinwurf Zürich, Nordstrasse",Zürich,ZH,8037,CH,Nordstrasse 190,261,"47.39255556,8.53112961",Briefeinwurf
27097,003BE_00329438,003BE,"Briefeinwurf Zürich, Bushaltestelle Rotbuchstrasse",Zürich,ZH,8037,CH,Kornhausstrasse 57,261,"47.39120139,8.53611013",Briefeinwurf
27103,003BE_00329975,003BE,"Briefeinwurf Zürich, Adolf-Lüchinger-Strasse",Zürich,ZH,8045,CH,Adolf-Lüchinger-Strasse 63,261,"47.35576995,8.50873231",Briefeinwurf
27104,003BE_00329983,003BE,"Briefeinwurf Zürich, Technopark",Zürich,ZH,8005,CH,Technoparkstrasse 1,261,"47.38964476,8.51598866",Briefeinwurf
27105,003BE_00329993,003BE,"Briefeinwurf Zürich, Frauenklinikstrasse",Zürich,ZH,8006,CH,Frauenklinikstrasse 10,261,"47.37849862,8.55095469",Briefeinwurf
27106,003BE_00329998,003BE,"Briefeinwurf Zürich, Rütistrasse",Zürich,ZH,8032,CH,Rütistrasse 52,261,"47.37105177,8.56383772",Briefeinwurf
27107,003BE_00330004,003BE,"Briefeinwurf Zürich, Streulistrasse",Zürich,ZH,8032,CH,Streulistrasse 48,261,"47.36460439,8.56287291",Briefeinwurf
27108,003BE_00330007,003BE,"Briefeinwurf Zürich, Schulthess Klinik",Zürich,ZH,8008,CH,Lengghalde 2,261,"47.35220452,8.57316488",Briefeinwurf
27109,003BE_00330010,003BE,"Briefeinwurf Zürich, Kieselgasse",Zürich,ZH,8008,CH,Kieselgasse 2,261,"47.35575637,8.55650732",Briefeinwurf
27133,003BE_00329474,003BE,"Briefeinwurf Zürich, Imfeldstrasse",Zürich,ZH,8037,CH,Imfeldstrasse 17,261,"47.38847555,8.53424737",Briefeinwurf
27134,003BE_00329475,003BE,"Briefeinwurf Zürich, Rütschistrasse",Zürich,ZH,8037,CH,Rütschistrasse 24,261,"47.39386724,8.53158568",Briefeinwurf
27135,003BE_00329476,003BE,"Briefeinwurf Zürich, Röschibachstrasse",Zürich,ZH,8037,CH,Röschibachstrasse 81,261,"47.39351835,8.52909614",Briefeinwurf
27136,003BE_00329482,003BE,"Briefeinwurf Zürich, Bushaltestelle Waidspital",Zürich,ZH,8037,CH,Tièchestrasse 91,261,"47.3990021,8.52169417",Briefeinwurf
27137,003BE_00329483,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Bucheggplatz",Zürich,ZH,8057,CH,Hofwiesenstrasse 114,261,"47.39843403,8.53320413",Briefeinwurf
27138,003BE_00329491,003BE,"Briefeinwurf Zürich, Kronenstrasse",Zürich,ZH,8006,CH,Kronenstrasse 48,261,"47.38789237,8.53920096",Briefeinwurf
27139,003BE_00329494,003BE,"Briefeinwurf Zürich, Gloriastrasse",Zürich,ZH,8006,CH,Gloriastrasse 19,261,"47.37489029,8.55155211",Briefeinwurf
27140,003BE_00329497,003BE,"Briefeinwurf Zürich, Universitätstrasse",Zürich,ZH,8006,CH,Universitätstrasse 40,261,"47.38050924,8.54831487",Briefeinwurf
27163,003BE_00329498,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Seilbahn Rigiblick",Zürich,ZH,8006,CH,Universitätstrasse 120,261,"47.3857162,8.54863119",Briefeinwurf
27164,003BE_00329499,003BE,"Briefeinwurf Zürich, Blümlisalpstrasse",Zürich,ZH,8006,CH,Blümlisalpstrasse 19,261,"47.38830779,8.54777918",Briefeinwurf
27165,003BE_00329500,003BE,"Briefeinwurf Zürich, Frohburgstrasse",Zürich,ZH,8006,CH,Frohburgstrasse 64,261,"47.3898372,8.54953425",Briefeinwurf
27166,003BE_00329501,003BE,"Briefeinwurf Zürich, Tramhaltestelle Langmauerstrasse",Zürich,ZH,8057,CH,Milchbuckstrasse 81,261,"47.39386798,8.54512104",Briefeinwurf
27167,003BE_00329503,003BE,"Briefeinwurf Zürich, Letzistrasse",Zürich,ZH,8006,CH,Letzistrasse 50,261,"47.39242896,8.55025587",Briefeinwurf
27168,003BE_00329504,003BE,"Briefeinwurf Zürich, In der Hub",Zürich,ZH,8057,CH,In der Hub 1,261,"47.39652087,8.55258927",Briefeinwurf
27169,003BE_00329507,003BE,"Briefeinwurf Zürich, Germaniastrasse",Zürich,ZH,8006,CH,Germaniastrasse 62,261,"47.38721991,8.55249294",Briefeinwurf
27170,003BE_00329508,003BE,"Briefeinwurf Zürich, BE Bushalt. Rigiblick",Zürich,ZH,8044,CH,Freudenbergstrasse 146,261,"47.3872069,8.55393504",Briefeinwurf
27171,003BE_00329512,003BE,"Briefeinwurf Zürich, Bushaltestelle Spyriplatz",Zürich,ZH,8044,CH,Gladbachstrasse 41,261,"47.3821507,8.55207183",Briefeinwurf
27172,003BE_00329519,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Kirche Fluntern",Zürich,ZH,8044,CH,Zürichbergstrasse 75,261,"47.37650981,8.55970079",Briefeinwurf
27559,003BE_00335998,003BE,"Briefeinwurf Zürich, Filiale Zürich 52 Seebach",Zürich,ZH,8052,CH,Bahnhaldenstrasse 5,261,"47.41907104,8.54684248",Briefeinwurf
27560,003BE_00335999,003BE,"Briefeinwurf Zürich, Filiale Zürich 1 Sihlpost",Zürich,ZH,8004,CH,Kasernenstrasse 97,261,"47.37749425,8.53567175",Briefeinwurf
28211,003BE_00340528,003BE,"Briefeinwurf Zürich, Bushaltestelle Aspholz",Zürich,ZH,8046,CH,Mühlackerstrasse 102,261,"47.42522214,8.49991758",Briefeinwurf
29117,003BE_00343073,003BE,"Briefeinwurf Zürich, Filiale Zürich West",Zürich,ZH,8005,CH,Hardturmstrasse 126,261,"47.39350363,8.51309283",Briefeinwurf
29229,003BE_00343545,003BE,"Briefeinwurf Zürich, Weite Gasse",Zürich,ZH,8001,CH,Weite Gasse 10,261,"47.36863842,8.54558133",Briefeinwurf
29262,003BE_00343710,003BE,"Briefeinwurf Zürich, Filiale Zürich 50 Oerlikon",Zürich,ZH,8050,CH,Baumackerstrasse 42,261,"47.40945415,8.543204",Briefeinwurf
29277,003BE_00343717,003BE,"Briefeinwurf Zürich, Bahnhof Altstetten Unterführung 2",Zürich,ZH,8048,CH,Vulkanplatz 31,261,"47.39212165,8.48925522",Briefeinwurf
29403,003BE_00342951,003BE,"Briefeinwurf Zürich, Filiale Zürich 51 Schwamendingen",Zürich,ZH,8051,CH,Winterthurerstrasse 525,261,"47.40438915,8.57190551",Briefeinwurf
29419,003BE_00342721,003BE,"Briefeinwurf Zürich, Filiale Zürich 41 Leimbach",Zürich,ZH,8041,CH,Leimbachstrasse 23,261,"47.33605976,8.51886323",Briefeinwurf
29470,003BE_00343020,003BE,"Briefeinwurf Zürich, Filiale Zürich 25 Urania",Zürich,ZH,8001,CH,Uraniastrasse 7,261,"47.37435188,8.54015298",Briefeinwurf
29592,003BE_00342067,003BE,"Briefeinwurf Zürich, BE Tramhaltestelle Stauffacher",Zürich,ZH,8004,CH,Badenerstrasse 21,261,"47.37365685,8.5296937",Briefeinwurf
29751,003BE_00342239,003BE,"Briefeinwurf Zürich, Haltestelle Hardbrücke 2",Zürich,ZH,8005,CH,Hardstrasse 201,261,"47.38620754,8.51745557",Briefeinwurf
29814,003BE_00342294,003BE,"Briefeinwurf Zürich, Tramhaltestelle Toni-Areal",Zürich,ZH,8005,CH,Pfingstweidstrasse 101,261,"47.3902512,8.50900061",Briefeinwurf
29910,003BE_00340916,003BE,"Briefeinwurf Zürich, Frauenklinik Maternité",Zürich,ZH,8055,CH,Birmensdorferstrasse 501,261,"47.36597292,8.49546977",Briefeinwurf
29971,003BE_00341412,003BE,"Briefeinwurf Zürich, Bleicherweg",Zürich,ZH,8002,CH,Bleicherweg 19,261,"47.36780538,8.53568958",Briefeinwurf
41958,003BE_00324760,003BE,"Briefeinwurf Zürich, Falkenstrasse",Zürich,ZH,8008,CH,Falkenstrasse 11,261,"47.36515248,8.54776895",Briefeinwurf
42134,003BE_00329116,003BE,"Briefeinwurf Zürich, Central",Zürich,ZH,8001,CH,Central 1,261,"47.37667498,8.54348771",Briefeinwurf
42135,003BE_00329117,003BE,"Briefeinwurf Zürich, Walchetor",Zürich,ZH,8001,CH,Stampfenbachstrasse 19,261,"47.37860058,8.54342167",Briefeinwurf
42136,003BE_00329118,003BE,"Briefeinwurf Zürich, Bahnhofquai",Zürich,ZH,8001,CH,Bahnhofquai 20,261,"47.37735965,8.54158968",Briefeinwurf
42137,003BE_00329135,003BE,"Briefeinwurf Zürich, Brunaustrasse",Zürich,ZH,8002,CH,Brunaustrasse 6,261,"47.35637385,8.53203529",Briefeinwurf
42138,003BE_00329137,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Morgental",Zürich,ZH,8038,CH,Albisstrasse 46,261,"47.3436926,8.52991867",Briefeinwurf
42139,003BE_00329139,003BE,"Briefeinwurf Zürich, Bushaltestelle Verenastrasse",Zürich,ZH,8038,CH,Butzenstrasse 42,261,"47.34099965,8.52531659",Briefeinwurf
42164,003BE_00329150,003BE,"Briefeinwurf Zürich, Entlisbergstrasse",Zürich,ZH,8038,CH,Entlisbergstrasse 26,261,"47.33762292,8.5247344",Briefeinwurf
42165,003BE_00329151,003BE,"Briefeinwurf Zürich, Paradiesstrasse",Zürich,ZH,8038,CH,Paradiesstrasse 3,261,"47.33483013,8.52938413",Briefeinwurf
42166,003BE_00329158,003BE,"Briefeinwurf Zürich, Bushaltestelle Stadtgrenze",Zürich,ZH,8038,CH,Seestrasse 561,261,"47.33526665,8.54128863",Briefeinwurf
42192,003BE_00329182,003BE,"Briefeinwurf Zürich, Müllerstrasse",Zürich,ZH,8004,CH,Müllerstrasse 16,261,"47.37418782,8.53128562",Briefeinwurf
42311,003BE_00328815,003BE,"Briefeinwurf Zürich, Rennweg",Zürich,ZH,8001,CH,Rennweg 57,261,"47.37384014,8.53882222",Briefeinwurf
42312,003BE_00328820,003BE,"Briefeinwurf Zürich, Brandschenkestrasse",Zürich,ZH,8002,CH,Brandschenkestrasse 158,261,"47.36430573,8.52623232",Briefeinwurf
42336,003BE_00328822,003BE,"Briefeinwurf Zürich, Löwenstrasse",Zürich,ZH,8001,CH,Löwenstrasse 7,261,"47.37334992,8.5345616",Briefeinwurf
42337,003BE_00328826,003BE,"Briefeinwurf Zürich, Schiffstation",Zürich,ZH,8001,CH,Bürkliplatz 10,261,"47.36613159,8.54076963",Briefeinwurf
42338,003BE_00328828,003BE,"Briefeinwurf Zürich, BE Tramhaltestelle Löwenplatz",Zürich,ZH,8001,CH,Löwenstrasse 49,261,"47.37618765,8.5371452",Briefeinwurf
42339,003BE_00328829,003BE,"Briefeinwurf Zürich, Tramhaltestelle Tunnelstrasse",Zürich,ZH,8002,CH,Bleicherweg 47,261,"47.36584092,8.53245446",Briefeinwurf
42975,003BE_00332503,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Leutschenbach",Zürich,ZH,8050,CH,Thurgauerstrasse 40,261,"47.41481682,8.55175921",Briefeinwurf
43010,003BE_00332529,003BE,"Briefeinwurf Zürich, Bushaltestelle Neuaffoltern",Zürich,ZH,8046,CH,Wehntalerstrasse 296,261,"47.41223267,8.52459872",Briefeinwurf
43013,003BE_00332533,003BE,"Briefeinwurf Zürich, Bahnhof Stadelhofen",Zürich,ZH,8001,CH,Stadelhoferstrasse 8,261,"47.36635462,8.54885314",Briefeinwurf
43014,003BE_00332540,003BE,"Briefeinwurf Zürich, Carl-Spitteler-Strasse",Zürich,ZH,8053,CH,Carl-Spitteler-Strasse 70,261,"47.35574729,8.59444095",Briefeinwurf
43114,003BE_00332484,003BE,"Briefeinwurf Zürich, Filiale Zürich 27 Enge",Zürich,ZH,8002,CH,Gutenbergstrasse 1,261,"47.36498033,8.53081234",Briefeinwurf
43131,003BE_00332097,003BE,"Briefeinwurf Zürich, Füsslistrasse",Zürich,ZH,8001,CH,Füsslistrasse 6,261,"47.37315259,8.53706017",Briefeinwurf
43132,003BE_00332098,003BE,"Briefeinwurf Zürich, Bahnhofstrasse",Zürich,ZH,8001,CH,Bahnhofstrasse 45,261,"47.37200971,8.53834088",Briefeinwurf
43133,003BE_00332099,003BE,"Briefeinwurf Zürich, Neue Börse Zürich",Zürich,ZH,8001,CH,Selnaustrasse 30,261,"47.37117287,8.53126092",Briefeinwurf
43136,003BE_00332111,003BE,"Briefeinwurf Zürich, Aargauerstrasse",Zürich,ZH,8048,CH,Aargauerstrasse 1,261,"47.39192669,8.50035283",Briefeinwurf
43163,003BE_00332120,003BE,"Briefeinwurf Zürich, Bushaltestelle Schulhaus Buchlern",Zürich,ZH,8048,CH,Rautistrasse 203,261,"47.38377936,8.47874601",Briefeinwurf
43164,003BE_00332121,003BE,"Briefeinwurf Zürich, Bushaltestelle Rautistrasse",Zürich,ZH,8048,CH,Altstetterstrasse 212,261,"47.38279431,8.48384017",Briefeinwurf
43165,003BE_00332122,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Kappeli",Zürich,ZH,8048,CH,Badenerstrasse 585,261,"47.38491946,8.49505995",Briefeinwurf
43166,003BE_00332124,003BE,"Briefeinwurf Zürich, Freihofstrasse",Zürich,ZH,8048,CH,Freihofstrasse 40,261,"47.38351697,8.49910334",Briefeinwurf
43168,003BE_00332131,003BE,"Briefeinwurf Zürich, Dialogweg",Zürich,ZH,8050,CH,Dialogweg 11,261,"47.41446834,8.55933987",Briefeinwurf
43169,003BE_00332132,003BE,"Briefeinwurf Zürich, Bushaltestelle Schürgistrasse",Zürich,ZH,8051,CH,Roswiesenstrasse 155,261,"47.40850496,8.58026254",Briefeinwurf
43170,003BE_00332135,003BE,"Briefeinwurf Zürich, Filiale Zürich Hirzenbach",Zürich,ZH,8051,CH,Hirzenbachstrasse 40,261,"47.40317958,8.5889988",Briefeinwurf
43191,003BE_00332138,003BE,"Briefeinwurf Zürich, Tramhaltestelle Glattwiesen",Zürich,ZH,8051,CH,Dübendorfstrasse 153,261,"47.4018035,8.58136172",Briefeinwurf
43192,003BE_00332139,003BE,"Briefeinwurf Zürich, Bushaltestelle Friedrichstrasse",Zürich,ZH,8051,CH,Winterthurerstrasse 454,261,"47.40377366,8.56788456",Briefeinwurf
43193,003BE_00332141,003BE,"Briefeinwurf Zürich, Murwiesenstrasse",Zürich,ZH,8057,CH,Murwiesenstrasse 45,261,"47.40148204,8.55376476",Briefeinwurf
43194,003BE_00332143,003BE,"Briefeinwurf Zürich, Ecke Viktoriastrasse",Zürich,ZH,8057,CH,Winterthurerstrasse 253,261,"47.40146769,8.55058615",Briefeinwurf
43195,003BE_00332145,003BE,"Briefeinwurf Zürich, Bushaltestelle Oberwiesenstrasse",Zürich,ZH,8050,CH,Regensbergstrasse 223,261,"47.41040689,8.5328763",Briefeinwurf
43196,003BE_00332151,003BE,"Briefeinwurf Zürich, Birchstrasse",Zürich,ZH,8057,CH,Birchstrasse 4,261,"47.4039224,8.53457948",Briefeinwurf
43197,003BE_00332153,003BE,"Briefeinwurf Zürich, Ecke Zürichholzstrasse",Zürich,ZH,8057,CH,Berninastrasse 85,261,"47.40487229,8.54242538",Briefeinwurf
43198,003BE_00332158,003BE,"Briefeinwurf Zürich, Bushaltestelle Saatlenstrasse",Zürich,ZH,8050,CH,Wallisellenstrasse 333,261,"47.41094708,8.56255071",Briefeinwurf
43222,003BE_00332162,003BE,"Briefeinwurf Zürich, Bushaltestelle Ettenfeld",Zürich,ZH,8052,CH,Schaffhauserstrasse 573,261,"47.42536156,8.55327184",Briefeinwurf
43223,003BE_00332168,003BE,"Briefeinwurf Zürich, Bushaltestelle Letzistrasse",Zürich,ZH,8006,CH,Winterthurerstrasse 92,261,"47.39120765,8.54554532",Briefeinwurf
43224,003BE_00332170,003BE,"Briefeinwurf Zürich, Bushaltestelle Althoos",Zürich,ZH,8046,CH,Käferholzstrasse 252,261,"47.41069026,8.52418964",Briefeinwurf
43225,003BE_00332174,003BE,"Briefeinwurf Zürich, Bushaltestelle Einfangstrasse",Zürich,ZH,8046,CH,Wehntalerstrasse 444,261,"47.41597176,8.51267258",Briefeinwurf
43226,003BE_00332176,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Regensbergbrücke",Zürich,ZH,8050,CH,Hofwiesenstrasse 307,261,"47.40884969,8.53924156",Briefeinwurf
43227,003BE_00332178,003BE,"Briefeinwurf Zürich, World Trade Center",Zürich,ZH,8050,CH,Leutschenbachstrasse 95,261,"47.41781621,8.55907235",Briefeinwurf
43254,003BE_00332183,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Auzelg",Zürich,ZH,8050,CH,Opfikonstrasse 160,261,"47.41637115,8.56900764",Briefeinwurf
43255,003BE_00332186,003BE,"Briefeinwurf Zürich, Tramhaltestelle Oerlikerhus",Zürich,ZH,8050,CH,Thurgauerstrasse 70,261,"47.41787958,8.55437962",Briefeinwurf
43256,003BE_00332187,003BE,"Briefeinwurf Zürich, Messe Zürich",Zürich,ZH,8050,CH,Wallisellenstrasse 49,261,"47.41101166,8.55299819",Briefeinwurf
43258,003BE_00332202,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Luchswiesen",Zürich,ZH,8051,CH,Ueberlandstrasse 385,261,"47.4073579,8.58564266",Briefeinwurf
43259,003BE_00332205,003BE,"Briefeinwurf Zürich, Köschenrütistrasse",Zürich,ZH,8052,CH,Köschenrütistrasse 6,261,"47.42341737,8.53856038",Briefeinwurf
43285,003BE_00332208,003BE,"Briefeinwurf Zürich, Tramhaltestelle Bad Allenmoos",Zürich,ZH,8057,CH,Hofwiesenstrasse 265,261,"47.40620492,8.53765661",Briefeinwurf
43286,003BE_00332210,003BE,"Briefeinwurf Zürich, Kiefernweg",Zürich,ZH,8057,CH,Kiefernweg 37,261,"47.40766262,8.5322926",Briefeinwurf
43291,003BE_00332230,003BE,"Briefeinwurf Zürich, Wehntalerstrasse",Zürich,ZH,8046,CH,Wehntalerstrasse 634,261,"47.42275963,8.49929597",Briefeinwurf
50108,003BE_00332303,003BE,"Briefeinwurf Zürich, Kleeweidstrasse",Zürich,ZH,8041,CH,Kleeweidstrasse 37,261,"47.32986766,8.51286085",Briefeinwurf
50109,003BE_00332304,003BE,"Briefeinwurf Zürich, Bahnhof Zürich Leimbach",Zürich,ZH,8041,CH,Leimbachstrasse 51,261,"47.33354634,8.51907036",Briefeinwurf
50153,003BE_00329545,003BE,"Briefeinwurf Zürich, Klusweg",Zürich,ZH,8032,CH,Klusweg 18,261,"47.36374589,8.57128815",Briefeinwurf
50154,003BE_00329547,003BE,"Briefeinwurf Zürich, Sonnenbergstrasse",Zürich,ZH,8032,CH,Sonnenbergstrasse 1,261,"47.36516088,8.56705641",Briefeinwurf
50155,003BE_00329548,003BE,"Briefeinwurf Zürich, Sonnenbergstrasse",Zürich,ZH,8032,CH,Sonnenbergstrasse 70,261,"47.37003263,8.5665107",Briefeinwurf
50156,003BE_00329549,003BE,"Briefeinwurf Zürich, Titlisstrasse",Zürich,ZH,8032,CH,Titlisstrasse 40,261,"47.3692019,8.56434552",Briefeinwurf
50157,003BE_00329552,003BE,"Briefeinwurf Zürich, Wolfbachstrasse",Zürich,ZH,8032,CH,Wolfbachstrasse 39,261,"47.37019636,8.55250943",Briefeinwurf
50182,003BE_00329581,003BE,"Briefeinwurf Zürich, Merkurstrasse",Zürich,ZH,8032,CH,Merkurstrasse 43,261,"47.36738308,8.55461012",Briefeinwurf
50183,003BE_00329589,003BE,"Briefeinwurf Zürich, Drusbergstrasse",Zürich,ZH,8053,CH,Drusbergstrasse 10,261,"47.36009574,8.5794091",Briefeinwurf
50184,003BE_00329590,003BE,"Briefeinwurf Zürich, Drusbergstrasse",Zürich,ZH,8053,CH,Drusbergstrasse 26,261,"47.35838459,8.5807082",Briefeinwurf
50216,003BE_00329606,003BE,"Briefeinwurf Zürich, Karl-Stauffer-Strasse",Zürich,ZH,8008,CH,Karl-Stauffer-Strasse 12,261,"47.35607145,8.5720796",Briefeinwurf
50217,003BE_00329610,003BE,"Briefeinwurf Zürich, Mühlebachstrasse",Zürich,ZH,8008,CH,Mühlebachstrasse 148,261,"47.35842012,8.55722504",Briefeinwurf
