,Id,POITypeId,POIName_de,address_city,address_kantoncode,address_zip,address_countrycode,address_street,address_gemeindeid,geopoint,poityp_de
76458,003BE_00332172,003BE,"Briefeinwurf Zürich, Bushaltestelle Schwandenholz",Zürich,ZH,8046,CH,Schwandenholzstrasse 254,261,"47.4239104,8.52072006",Briefeinwurf
76476,003BE_00332185,003BE,"Briefeinwurf Zürich, Siewerdtstrasse",Zürich,ZH,8050,CH,Siewerdtstrasse 95,261,"47.41230229,8.55636978",Briefeinwurf
76477,003BE_00332188,003BE,"Briefeinwurf Zürich, Bahnhof Oerlikon",Zürich,ZH,8050,CH,Hofwiesenstrasse 369,261,"47.41122631,8.54422528",Briefeinwurf
76478,003BE_00332189,003BE,"Briefeinwurf Zürich, Bushaltestelle Dorflinde",Zürich,ZH,8050,CH,Dorflindenstrasse 2,261,"47.40755089,8.54901442",Briefeinwurf
76479,003BE_00332191,003BE,"Briefeinwurf Zürich, Gubelstrasse",Zürich,ZH,8050,CH,Gubelstrasse 10,261,"47.4077721,8.5455515",Briefeinwurf
76480,003BE_00332192,003BE,"Briefeinwurf Zürich, Herbstweg",Zürich,ZH,8050,CH,Herbstweg 77,261,"47.40645573,8.56292901",Briefeinwurf
76482,003BE_00332200,003BE,"Briefeinwurf Zürich, Luegislandstrasse",Zürich,ZH,8051,CH,Luegislandstrasse 334,261,"47.40865865,8.57534598",Briefeinwurf
76483,003BE_00332203,003BE,"Briefeinwurf Zürich, Buchholzrain",Zürich,ZH,8052,CH,Buchholzrain 1,261,"47.42739287,8.54378139",Briefeinwurf
76484,003BE_00332206,003BE,"Briefeinwurf Zürich, Bushaltestelle Käshaldenstrasse",Zürich,ZH,8052,CH,Rümlangstrasse 73,261,"47.43009236,8.5407568",Briefeinwurf
76560,003BE_00331504,003BE,"Briefeinwurf Zürich, Einkaufszentrum Sihlcity",Zürich,ZH,8045,CH,Kalanderplatz 6,261,"47.35817044,8.52294475",Briefeinwurf
76591,003BE_00332286,003BE,"Briefeinwurf Zürich, Dreikönigstrasse",Zürich,ZH,8002,CH,Dreikönigstrasse 21,261,"47.3668995,8.53635942",Briefeinwurf
83245,003BE_00329532,003BE,"Briefeinwurf Zürich, Gloriastrasse",Zürich,ZH,8006,CH,Gloriastrasse 35,261,"47.37739575,8.55310743",Briefeinwurf
83246,003BE_00329534,003BE,"Briefeinwurf Zürich, Zürichbergstrasse",Zürich,ZH,8044,CH,Zürichbergstrasse 42,261,"47.37430282,8.55649888",Briefeinwurf
83248,003BE_00329538,003BE,"Briefeinwurf Zürich, Tramhaltestelle Hölderlinstrasse",Zürich,ZH,8032,CH,Asylstrasse 100,261,"47.36593858,8.56238998",Briefeinwurf
83249,003BE_00329540,003BE,"Briefeinwurf Zürich, Asylstrasse",Zürich,ZH,8032,CH,Asylstrasse 130,261,"47.36492992,8.56500602",Briefeinwurf
83251,003BE_00329542,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Klusplatz",Zürich,ZH,8032,CH,Witikonerstrasse 15,261,"47.36413498,8.56645614",Briefeinwurf
83252,003BE_00329553,003BE,"Briefeinwurf Zürich, Tramhaltestelle Römerhof",Zürich,ZH,8032,CH,Römerhofplatz 5,261,"47.3680794,8.56054439",Briefeinwurf
83253,003BE_00329556,003BE,"Briefeinwurf Zürich, BE Tramhaltestelle Kunsthaus",Zürich,ZH,8001,CH,Heimplatz 6,261,"47.37052727,8.54887777",Briefeinwurf
83288,003BE_00329584,003BE,"Briefeinwurf Zürich, Ecke Hegibachstrasse",Zürich,ZH,8032,CH,Freiestrasse 162,261,"47.3629449,8.56322848",Briefeinwurf
83289,003BE_00329586,003BE,"Briefeinwurf Zürich, Alters- & Pflegewohnheim Neumünster",Zürich,ZH,8032,CH,Minervastrasse 144,261,"47.36271805,8.55972995",Briefeinwurf
83290,003BE_00329594,003BE,"Briefeinwurf Zürich, An der Specki",Zürich,ZH,8053,CH,An der Specki 2,261,"47.36262545,8.59314696",Briefeinwurf
83308,003BE_00329596,003BE,"Briefeinwurf Zürich, Buchholzstrasse",Zürich,ZH,8053,CH,Buchholzstrasse 125,261,"47.36109062,8.58956448",Briefeinwurf
83309,003BE_00329598,003BE,"Briefeinwurf Zürich, Bushaltestelle Kienastenwies",Zürich,ZH,8053,CH,Trichtenhausenstrasse 126,261,"47.35507263,8.60107399",Briefeinwurf
83310,003BE_00329603,003BE,"Briefeinwurf Zürich, Pflegezentrum Riesbach",Zürich,ZH,8008,CH,Witellikerstrasse 19,261,"47.35224604,8.57653308",Briefeinwurf
83311,003BE_00329608,003BE,"Briefeinwurf Zürich, Kreuzplatz",Zürich,ZH,8008,CH,Kreuzplatz 20,261,"47.36491755,8.55413752",Briefeinwurf
83312,003BE_00329614,003BE,"Briefeinwurf Zürich, Seefeldstrasse",Zürich,ZH,8008,CH,Seefeldstrasse 299,261,"47.34750013,8.56450965",Briefeinwurf
83313,003BE_00329618,003BE,"Briefeinwurf Zürich, Seefeldstrasse",Zürich,ZH,8008,CH,Seefeldstrasse 55,261,"47.36221197,8.55066666",Briefeinwurf
83337,003BE_00329634,003BE,"Briefeinwurf Zürich, Filiale Zürich 38 Wollishofen",Zürich,ZH,8038,CH,Albisstrasse 10,261,"47.34465363,8.53292531",Briefeinwurf
83338,003BE_00329638,003BE,"Briefeinwurf Zürich, Filiale Zürich 40 Sihlfeld",Zürich,ZH,8003,CH,Albisriederstrasse 5,261,"47.37805809,8.50961",Briefeinwurf
83339,003BE_00329643,003BE,"Briefeinwurf Zürich, Filiale Zürich 33 Oberstrass",Zürich,ZH,8006,CH,Universitätstrasse 102,261,"47.38433527,8.54846205",Briefeinwurf
83429,003BE_00329210,003BE,"Briefeinwurf Zürich, Supermarkt Wiedikon",Zürich,ZH,8003,CH,Birmensdorferstrasse 200,261,"47.37068192,8.51601206",Briefeinwurf
83430,003BE_00329211,003BE,"Briefeinwurf Zürich, Seniorama",Zürich,ZH,8055,CH,Sieberstrasse 10,261,"47.36496532,8.50984092",Briefeinwurf
83431,003BE_00329212,003BE,"Briefeinwurf Zürich, Friesenbergstrasse",Zürich,ZH,8055,CH,Friesenbergstrasse 75,261,"47.36753913,8.5111663",Briefeinwurf
83432,003BE_00329217,003BE,"Briefeinwurf Zürich, Bachtobelstrasse",Zürich,ZH,8045,CH,Bachtobelstrasse 103,261,"47.35987925,8.51276896",Briefeinwurf
83433,003BE_00329222,003BE,"Briefeinwurf Zürich, Friesenberghalde",Zürich,ZH,8055,CH,Friesenberghalde 3,261,"47.36112468,8.502022",Briefeinwurf
83434,003BE_00329226,003BE,"Briefeinwurf Zürich, Birmensdorferstrasse",Zürich,ZH,8055,CH,Birmensdorferstrasse 379,261,"47.36911311,8.50486907",Briefeinwurf
83435,003BE_00329231,003BE,"Briefeinwurf Zürich, Gertrudstrasse",Zürich,ZH,8003,CH,Gertrudstrasse 66,261,"47.37244217,8.51331862",Briefeinwurf
83436,003BE_00329237,003BE,"Briefeinwurf Zürich, BE Bushaltestelle Binz Center",Zürich,ZH,8045,CH,Grubenstrasse 45,261,"47.36116791,8.51251691",Briefeinwurf
83463,003BE_00329239,003BE,"Briefeinwurf Zürich, Bahnhof Zürich Giesshübel",Zürich,ZH,8045,CH,Wolframplatz 1,261,"47.36257677,8.52202951",Briefeinwurf
83464,003BE_00329241,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Sihlcity Nord",Zürich,ZH,8045,CH,Manessestrasse 208,261,"47.36045148,8.52295935",Briefeinwurf
83465,003BE_00329252,003BE,"Briefeinwurf Zürich, Rotwandstrasse",Zürich,ZH,8004,CH,Rotwandstrasse 63,261,"47.37581864,8.52909569",Briefeinwurf
83466,003BE_00329260,003BE,"Briefeinwurf Zürich, Bushaltestelle Herdernstrasse",Zürich,ZH,8004,CH,Hohlstrasse 357,261,"47.38483065,8.50881762",Briefeinwurf
83495,003BE_00329276,003BE,"Briefeinwurf Zürich, Tramhaltestelle Letzigrund",Zürich,ZH,8048,CH,Badenerstrasse 501,261,"47.38131714,8.50287897",Briefeinwurf
83496,003BE_00329278,003BE,"Briefeinwurf Zürich, Albisriederstrasse",Zürich,ZH,8047,CH,Albisriederstrasse 254,261,"47.37833844,8.49340932",Briefeinwurf
83497,003BE_00329284,003BE,"Briefeinwurf Zürich, Letzigraben",Zürich,ZH,8047,CH,Letzigraben 239,261,"47.37042359,8.49262782",Briefeinwurf
83498,003BE_00329286,003BE,"Briefeinwurf Zürich, Langgrütstrasse",Zürich,ZH,8047,CH,Langgrütstrasse 140,261,"47.37412681,8.49214222",Briefeinwurf
83499,003BE_00329298,003BE,"Briefeinwurf Zürich, Tramhaltestelle Lochergut",Zürich,ZH,8004,CH,Badenerstrasse 230,261,"47.37575121,8.5172096",Briefeinwurf
83522,003BE_00329302,003BE,"Briefeinwurf Zürich, Erismannstrasse",Zürich,ZH,8004,CH,Erismannstrasse 45,261,"47.37800315,8.51764183",Briefeinwurf
83524,003BE_00329307,003BE,"Briefeinwurf Zürich, Ecke Neugasse",Zürich,ZH,8005,CH,Langstrasse 200,261,"47.38248431,8.52982931",Briefeinwurf
83525,003BE_00329309,003BE,"Briefeinwurf Zürich, Josefstrasse",Zürich,ZH,8005,CH,Josefstrasse 144,261,"47.38458183,8.52803394",Briefeinwurf
83526,003BE_00329312,003BE,"Briefeinwurf Zürich, Neue Hard",Zürich,ZH,8005,CH,Neue Hard 9,261,"47.38664642,8.52006307",Briefeinwurf
83530,003BE_00329323,003BE,"Briefeinwurf Zürich, Bushaltestelle Hohenklingensteig",Zürich,ZH,8049,CH,Winzerstrasse 47,261,"47.40120561,8.49055508",Briefeinwurf
83537,003BE_00329861,003BE,"Briefeinwurf Zürich, Schifflände",Zürich,ZH,8001,CH,Schifflände 24,261,"47.36886931,8.54439052",Briefeinwurf
83556,003BE_00329340,003BE,"Briefeinwurf Zürich, Nötzlistrasse",Zürich,ZH,8049,CH,Nötzlistrasse 2,261,"47.40448548,8.50349264",Briefeinwurf
83557,003BE_00329344,003BE,"Briefeinwurf Zürich, Bushaltestelle Segantinistrasse",Zürich,ZH,8049,CH,Regensdorferstrasse 74,261,"47.40730277,8.49002354",Briefeinwurf
83559,003BE_00329353,003BE,"Briefeinwurf Zürich, Bushaltestelle Heizenholz",Zürich,ZH,8049,CH,Regensdorferstrasse 189,261,"47.41238328,8.48365859",Briefeinwurf
83560,003BE_00329359,003BE,"Briefeinwurf Zürich, Ecke Lachenacker",Zürich,ZH,8049,CH,Riedhofstrasse 104,261,"47.40532396,8.49050785",Briefeinwurf
83584,003BE_00329369,003BE,"Briefeinwurf Zürich, Rebbergstrasse",Zürich,ZH,8037,CH,Rebbergstrasse 21,261,"47.39819267,8.51590443",Briefeinwurf
83585,003BE_00329370,003BE,"Briefeinwurf Zürich, Wunderlistrasse",Zürich,ZH,8037,CH,Wunderlistrasse 1,261,"47.39682004,8.52378795",Briefeinwurf
83586,003BE_00329376,003BE,"Briefeinwurf Zürich, Bushaltestelle Lehenstrasse",Zürich,ZH,8037,CH,Nordstrasse 327,261,"47.39614259,8.52044251",Briefeinwurf
83588,003BE_00329380,003BE,"Briefeinwurf Zürich, Tramhaltestelle Bernoulli-Häuser",Zürich,ZH,8005,CH,Hardturmstrasse 253,261,"47.39364445,8.50838391",Briefeinwurf
83589,003BE_00329381,003BE,"Briefeinwurf Zürich, Silvahaus",Zürich,ZH,8005,CH,Hardturmstrasse 169,261,"47.39349654,8.51133754",Briefeinwurf
83590,003BE_00329383,003BE,"Briefeinwurf Zürich, Escher-Wyss-Platz",Zürich,ZH,8005,CH,Hardstrasse 324,261,"47.39040228,8.52289966",Briefeinwurf
83592,003BE_00329390,003BE,"Briefeinwurf Zürich, Ausstellungsstrasse",Zürich,ZH,8005,CH,Ausstellungsstrasse 15,261,"47.38104053,8.537714",Briefeinwurf
83593,003BE_00329392,003BE,"Briefeinwurf Zürich, Hirschengraben",Zürich,ZH,8001,CH,Hirschengraben 13,261,"47.371596,8.5468993",Briefeinwurf
83594,003BE_00329394,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Sonneggstrasse",Zürich,ZH,8006,CH,Weinbergstrasse 68,261,"47.38300873,8.54364942",Briefeinwurf
83595,003BE_00329398,003BE,"Briefeinwurf Zürich, Turnerstrasse",Zürich,ZH,8006,CH,Turnerstrasse 26,261,"47.3853311,8.54404456",Briefeinwurf
83597,003BE_00329906,003BE,"Briefeinwurf Zürich, Beethovenstrasse",Zürich,ZH,8002,CH,Beethovenstrasse 1,261,"47.36495067,8.53763795",Briefeinwurf
83598,003BE_00329920,003BE,"Briefeinwurf Zürich, Brahmsstrasse",Zürich,ZH,8003,CH,Brahmsstrasse 76,261,"47.37864011,8.50425442",Briefeinwurf
83599,003BE_00329922,003BE,"Briefeinwurf Zürich, Militärstrasse",Zürich,ZH,8004,CH,Militärstrasse 106,261,"47.37912146,8.52892619",Briefeinwurf
83600,003BE_00329929,003BE,"Briefeinwurf Zürich, Bullingerplatz",Zürich,ZH,8004,CH,Sihlfeldstrasse 150,261,"47.37992647,8.51598564",Briefeinwurf
83601,003BE_00329931,003BE,"Briefeinwurf Zürich, BE Pflegezentrum Entlisberg",Zürich,ZH,8038,CH,Paradiesstrasse 45,261,"47.33464935,8.52680817",Briefeinwurf
83631,003BE_00329420,003BE,"Briefeinwurf Zürich, Clausiusstrasse",Zürich,ZH,8006,CH,Clausiusstrasse 43,261,"47.3794862,8.54581316",Briefeinwurf
83633,003BE_00329423,003BE,"Briefeinwurf Zürich, Tramhaltestelle Beckenhof",Zürich,ZH,8006,CH,Stampfenbachstrasse 114,261,"47.38408829,8.54052631",Briefeinwurf
83635,003BE_00329429,003BE,"Briefeinwurf Zürich, Tramhaltestelle Ottikerstrasse",Zürich,ZH,8006,CH,Weinbergstrasse 107,261,"47.38577368,8.54206573",Briefeinwurf
83636,003BE_00329432,003BE,"Briefeinwurf Zürich, Bushaltestelle Nordstrasse",Zürich,ZH,8006,CH,Kornhausstrasse 24,261,"47.38813414,8.53647878",Briefeinwurf
83673,003BE_00329979,003BE,"Briefeinwurf Zürich, Schweighofstrasse",Zürich,ZH,8055,CH,Schweighofstrasse 334,261,"47.36485449,8.50285497",Briefeinwurf
83674,003BE_00329980,003BE,"Briefeinwurf Zürich, Städt. Pflegezentrum Bachwiesen",Zürich,ZH,8047,CH,Flurstrasse 130,261,"47.37840602,8.48727006",Briefeinwurf
83675,003BE_00329991,003BE,"Briefeinwurf Zürich, Ottikerstrasse",Zürich,ZH,8006,CH,Ottikerstrasse 35,261,"47.38610265,8.54566581",Briefeinwurf
83676,003BE_00329997,003BE,"Briefeinwurf Zürich, Bushaltestelle Krönleinstrasse",Zürich,ZH,8044,CH,Susenbergstrasse 118,261,"47.38390251,8.56150646",Briefeinwurf
83677,003BE_00330000,003BE,"Briefeinwurf Zürich, Treichlerstrasse",Zürich,ZH,8032,CH,Treichlerstrasse 4,261,"47.37052426,8.55785895",Briefeinwurf
83678,003BE_00330008,003BE,"Briefeinwurf Zürich, Hammerstrasse",Zürich,ZH,8008,CH,Hammerstrasse 44,261,"47.36052862,8.56130298",Briefeinwurf
83689,003BE_00329473,003BE,"Briefeinwurf Zürich, Bushaltestelle Lettenstrasse",Zürich,ZH,8037,CH,Rousseaustrasse 63,261,"47.39013742,8.53248806",Briefeinwurf
83690,003BE_00329477,003BE,"Briefeinwurf Zürich, Hönggerstrasse",Zürich,ZH,8037,CH,Hönggerstrasse 24,261,"47.39154944,8.52574173",Briefeinwurf
83691,003BE_00329479,003BE,"Briefeinwurf Zürich, Rosengartenstrasse",Zürich,ZH,8037,CH,Rosengartenstrasse 80,261,"47.3957127,8.53171625",Briefeinwurf
83692,003BE_00329486,003BE,"Briefeinwurf Zürich, Tram-/Bushaltestelle Milchbuck",Zürich,ZH,8057,CH,Schaffhauserstrasse 146,261,"47.39777529,8.54175116",Briefeinwurf
83693,003BE_00329487,003BE,"Briefeinwurf Zürich, Filiale Zürich Hirschwiesen",Zürich,ZH,8057,CH,Schaffhauserstrasse 192,261,"47.40039927,8.54399937",Briefeinwurf
83694,003BE_00329488,003BE,"Briefeinwurf Zürich, Schürbungert",Zürich,ZH,8057,CH,Schürbungert 42,261,"47.40234249,8.5409567",Briefeinwurf
83695,003BE_00329492,003BE,"Briefeinwurf Zürich, Walchestrasse",Zürich,ZH,8006,CH,Walchestrasse 15,261,"47.38022633,8.54216414",Briefeinwurf
83698,003BE_00330023,003BE,"Briefeinwurf Zürich, Fachstelle Zürich 37 Wipkingen",Zürich,ZH,8037,CH,Wipkingerplatz 7,261,"47.39274393,8.52393016",Briefeinwurf
83718,003BE_00329509,003BE,"Briefeinwurf Zürich, Forsterstrasse",Zürich,ZH,8044,CH,Forsterstrasse 48,261,"47.38094414,8.56158453",Briefeinwurf
83719,003BE_00329511,003BE,"Briefeinwurf Zürich, Toblerstrasse",Zürich,ZH,8044,CH,Toblerstrasse 42,261,"47.38082169,8.55649385",Briefeinwurf
83720,003BE_00329515,003BE,"Briefeinwurf Zürich, Voltastrasse",Zürich,ZH,8044,CH,Voltastrasse 59,261,"47.37934004,8.55399562",Briefeinwurf
83721,003BE_00329522,003BE,"Briefeinwurf Zürich, BE Haltestelle Waldhaus Dolder",Zürich,ZH,8032,CH,Kurhausstrasse 20,261,"47.37289437,8.56886729",Briefeinwurf
83881,003BE_00335801,003BE,"Briefeinwurf Zürich, Stadtspital Triemli",Zürich,ZH,8055,CH,Birmensdorferstrasse 497,261,"47.36603627,8.49749138",Briefeinwurf
84048,003BE_00335994,003BE,"Briefeinwurf Zürich, Filiale Zürich 46 Affoltern",Zürich,ZH,8046,CH,Jonas-Furrer-Strasse 3,261,"47.41925692,8.50770273",Briefeinwurf
84049,003BE_00335995,003BE,"Briefeinwurf Zürich, Filiale Zürich 48 Altstetten",Zürich,ZH,8048,CH,Altstetterstrasse 159,261,"47.38676354,8.48635501",Briefeinwurf
84342,003BE_00333667,003BE,"Briefeinwurf Zürich, Stiftung Altried",Zürich,ZH,8051,CH,Ueberlandstrasse 426,261,"47.40568435,8.59048251",Briefeinwurf
84870,003BE_00340224,003BE,"Briefeinwurf Zürich, Pflegezentrum Mattenhof",Zürich,ZH,8051,CH,Helen-Keller-Strasse 12,261,"47.40011059,8.59403182",Briefeinwurf
85011,003BE_00339756,003BE,"Briefeinwurf Zürich, Bahnhof Altstetten",Zürich,ZH,8048,CH,Altstetterplatz 12,261,"47.3912895,8.48916862",Briefeinwurf
85012,003BE_00339757,003BE,"Briefeinwurf Zürich, Unterführung",Zürich,ZH,8004,CH,Passage Sihlquai,261,"47.37900577,8.5365835",Briefeinwurf
85382,003BE_00338448,003BE,"Briefeinwurf Zürich, Fachstelle Zürich 37 Wipkingen",Zürich,ZH,8037,CH,Wipkingerplatz 7,261,"47.39275287,8.52393564",Briefeinwurf
85689,003BE_00343152,003BE,"Briefeinwurf Zürich, Filiale Zürich Helvetiaplatz",Zürich,ZH,8004,CH,Molkenstrasse 21,261,"47.37681544,8.5265047",Briefeinwurf
85693,003BE_00343162,003BE,"Briefeinwurf Zürich, Toblerplatz",Zürich,ZH,8044,CH,Toblerplatz 5,261,"47.37904599,8.55965611",Briefeinwurf
85713,003BE_00343180,003BE,"Briefeinwurf Zürich, Filiale Zürich Fluntern",Zürich,ZH,8044,CH,Zürichbergstrasse 64,261,"47.37561539,8.55963828",Briefeinwurf
85872,003BE_00342690,003BE,"Briefeinwurf Zürich, Bahnhof Stadelhofen",Zürich,ZH,8001,CH,Stadelhoferstrasse 8,261,"47.36658586,8.54856667",Briefeinwurf
85921,003BE_00343853,003BE,"Briefeinwurf Zürich, Binzstrasse",Zürich,ZH,8045,CH,Binzstrasse 24,261,"47.36263513,8.51463155",Briefeinwurf
85941,003BE_00342746,003BE,"Briefeinwurf Zürich, Rütihofstrasse",Zürich,ZH,8049,CH,Rütihofstrasse 40,261,"47.41374798,8.4775513",Briefeinwurf
86088,003BE_00342063,003BE,"Briefeinwurf Zürich, BE Bahnhof Zürich Affoltern",Zürich,ZH,8046,CH,Riedenhaldenstrasse 288,261,"47.42095974,8.50789063",Briefeinwurf
86090,003BE_00342071,003BE,"Briefeinwurf Zürich, Schaffhauserstrasse",Zürich,ZH,8050,CH,Schaffhauserstrasse 355,261,"47.41008904,8.54594811",Briefeinwurf
86155,003BE_00342149,003BE,"Briefeinwurf Zürich, BE Treffpunkt Haupthalle Hauptbahnhof 1",Zürich,ZH,8001,CH,Bahnhofhalle,261,"47.37798982,8.53993415",Briefeinwurf
86250,003BE_00342231,003BE,"Briefeinwurf Zürich, Central",Zürich,ZH,8001,CH,Central 1,261,"47.3766749,8.54349565",Briefeinwurf
86281,003BE_00342264,003BE,"Briefeinwurf Zürich, Filiale ZH ETH Hönggerberg",Zürich,ZH,8049,CH,Stefano-Franscini-Platz 5,261,"47.40840292,8.50738032",Briefeinwurf
86294,003BE_00341231,003BE,"Briefeinwurf Zürich, Militärstrasse",Zürich,ZH,8004,CH,Militärstrasse 106,261,"47.3791123,8.52894322",Briefeinwurf
86345,003BE_00340824,003BE,"Briefeinwurf Zürich, Bahnhof Tiefenbrunnen",Zürich,ZH,8008,CH,Bellerivestrasse 251,261,"47.35029328,8.56098699",Briefeinwurf
86359,003BE_00341309,003BE,"Briefeinwurf Zürich, Forchstrasse",Zürich,ZH,8032,CH,Forchstrasse 138,261,"47.3605074,8.56302219",Briefeinwurf
86383,003BE_00342347,003BE,"Briefeinwurf Zürich, BE Tramhaltestelle Bellevue",Zürich,ZH,8001,CH,Bellevueplatz 1,261,"47.36701285,8.54522057",Briefeinwurf
86393,003BE_00340874,003BE,"Briefeinwurf Zürich, Städt. Pflegezentrum Gehrenholz",Zürich,ZH,8055,CH,Sieberstrasse 22,261,"47.36421565,8.51056063",Briefeinwurf
86435,003BE_00341372,003BE,"Briefeinwurf Zürich, Keltenstrasse",Zürich,ZH,8044,CH,Keltenstrasse 40,261,"47.37545503,8.56401273",Briefeinwurf
86448,003BE_00340917,003BE,"Briefeinwurf Zürich, BE Treffpunkt Haupthalle Hauptbahnhof 2",Zürich,ZH,8001,CH,Bahnhofhalle,261,"47.37798532,8.53993405",Briefeinwurf
